data_somministrazione,area,totale,sesso_maschile,sesso_femminile,prima_dose,seconda_dose,pregressa_infezione,dose_aggiuntiva,dose_booster,codice_NUTS1,codice_NUTS2,codice_regione_ISTAT,nome_area
2021-06-23,FVG,12125,5873,6252,2028,9921,176,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-07-12,LAZ,41500,20751,20749,5840,35401,259,0,0,ITI,ITI4,12,Lazio
2021-08-22,LOM,18207,10165,8042,7611,10046,550,0,0,ITC,ITC4,3,Lombardia
2021-09-12,CAL,2141,1124,1017,822,1279,40,0,0,ITF,ITF6,18,Calabria
2021-09-13,PUG,19925,10476,9449,5491,13671,763,0,0,ITF,ITF4,16,Puglia
2021-05-28,CAM,73110,35345,37765,26755,45704,651,0,0,ITF,ITF3,15,Campania
2021-08-12,PAT,5733,3064,2669,2223,3323,187,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-10-15,SIC,19048,10840,8208,8813,8198,479,351,1207,ITG,ITG1,19,Sicilia
2021-02-10,CAL,2530,1089,1441,882,1633,15,0,0,ITF,ITF6,18,Calabria
2021-02-11,PUG,3703,1404,2299,2272,1254,177,0,0,ITF,ITF4,16,Puglia
2021-05-14,LOM,86070,41449,44621,53621,29800,2649,0,0,ITC,ITC4,3,Lombardia
2021-05-16,LAZ,51057,24587,26470,36832,13452,773,0,0,ITI,ITI4,12,Lazio
2021-07-17,CAL,18341,9048,9293,2699,15563,79,0,0,ITF,ITF6,18,Calabria
2021-07-18,PUG,18873,9664,9209,6180,12320,373,0,0,ITF,ITF4,16,Puglia
2021-08-19,FVG,4950,2640,2310,1785,2993,172,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-10-18,LOM,29618,15888,13730,5566,15094,636,452,7870,ITC,ITC4,3,Lombardia
2021-10-20,LAZ,15202,7580,7622,2577,5629,264,302,6430,ITI,ITI4,12,Lazio
2021-03-12,MOL,1479,643,836,1409,35,35,0,0,ITF,ITF2,14,Molise
2021-04-11,PAT,2394,1162,1232,2183,90,121,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-04-12,BAS,2176,1054,1122,1648,493,35,0,0,ITF,ITF5,17,Basilicata
2021-05-10,MAR,9458,4341,5117,4760,4537,161,0,0,ITI,ITI3,11,Marche
2021-09-16,BAS,2443,1267,1176,408,1982,53,0,0,ITF,ITF5,17,Basilicata
2021-02-01,LIG,2579,932,1647,173,2382,24,0,0,ITC,ITC3,7,Liguria
2021-05-20,VDA,1045,475,570,592,438,15,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-05-22,PUG,34841,15950,18891,23645,10541,655,0,0,ITF,ITF4,16,Puglia
2021-07-08,LIG,13711,6738,6973,6116,7439,156,0,0,ITC,ITC3,7,Liguria
2021-07-10,LOM,107289,54312,52977,14220,91859,1210,0,0,ITC,ITC4,3,Lombardia
2021-08-05,FVG,7165,3681,3484,3256,3687,222,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-11-08,TOS,9313,4722,4591,697,2764,102,897,4853,ITI,ITI1,9,Toscana
2021-01-14,MOL,653,240,413,650,0,3,0,0,ITF,ITF2,14,Molise
2021-03-14,MAR,2499,1032,1467,1892,589,18,0,0,ITI,ITI3,11,Marche
2021-07-21,BAS,5843,2941,2902,1610,4197,36,0,0,ITF,ITF5,17,Basilicata
2021-04-27,FVG,8175,3754,4421,3591,4421,163,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-12,LIG,12126,5493,6633,6562,5359,205,0,0,ITC,ITC3,7,Liguria
2021-06-04,CAL,17549,8160,9389,12946,4522,81,0,0,ITF,ITF6,18,Calabria
2021-09-12,TOS,18408,9542,8866,4416,13429,563,0,0,ITI,ITI1,9,Toscana
2021-10-01,FVG,4436,2485,1951,2650,1571,134,73,8,ITH,ITH4,6,Friuli-Venezia Giulia
2021-10-20,EMR,12174,6063,6111,2391,4423,272,570,4518,ITH,ITH5,8,Emilia-Romagna
2021-01-06,PIE,3152,1118,2034,3067,0,85,0,0,ITC,ITC1,1,Piemonte
2021-07-17,VEN,40626,21493,19133,4387,35873,366,0,0,ITH,ITH3,5,Veneto
2021-07-29,PAT,5528,2939,2589,2658,2710,160,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-08-27,MAR,5715,3050,2665,2805,2506,404,0,0,ITI,ITI3,11,Marche
2021-11-10,CAM,16699,8582,8117,2171,3998,145,3951,6434,ITF,ITF3,15,Campania
2021-01-20,SIC,1124,571,553,833,288,3,0,0,ITG,ITG1,19,Sicilia
2021-04-18,FVG,6072,2817,3255,5351,405,316,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-04-19,ABR,6235,2864,3371,3786,2373,76,0,0,ITF,ITF1,13,Abruzzo
2021-05-26,LIG,16703,8432,8271,12165,4332,206,0,0,ITC,ITC3,7,Liguria
2021-07-02,VDA,875,389,486,307,562,6,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-07-12,EMR,44086,22339,21747,5470,38068,548,0,0,ITH,ITH5,8,Emilia-Romagna
2021-07-20,PAB,3151,1743,1408,1317,1510,324,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-07-22,TOS,39439,19820,19619,4511,34741,187,0,0,ITI,ITI1,9,Toscana
2021-09-23,ABR,3118,1680,1438,1373,1562,118,52,13,ITF,ITF1,13,Abruzzo
2021-10-13,SAR,4742,2631,2111,1507,2440,75,137,583,ITG,ITG2,20,Sardegna
2021-07-01,MAR,14701,7369,7332,4684,9724,293,0,0,ITI,ITI3,11,Marche
2021-09-12,VEN,15392,8681,6711,2425,12800,167,0,0,ITH,ITH3,5,Veneto
2021-10-01,UMB,2407,1277,1130,728,1135,34,323,187,ITI,ITI2,10,Umbria
2021-11-06,PAT,35,19,16,2,13,0,0,20,ITH,ITH2,4,Provincia Autonoma Trento
2021-11-07,BAS,537,304,233,49,182,9,27,270,ITF,ITF5,17,Basilicata
2021-01-08,FVG,2357,755,1602,2328,0,29,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-21,ABR,1218,550,668,1190,1,27,0,0,ITF,ITF1,13,Abruzzo
2021-03-24,VDA,519,230,289,258,255,6,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-03-30,LIG,12239,5434,6805,8723,3368,148,0,0,ITC,ITC3,7,Liguria
2021-05-26,TOS,35640,17127,18513,20256,15090,294,0,0,ITI,ITI1,9,Toscana
2021-06-14,FVG,10344,5030,5314,5259,4757,328,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-09-22,PUG,17481,9451,8030,4739,11012,668,1033,29,ITF,ITF4,16,Puglia
2021-07-05,SAR,15584,7572,8012,3323,12193,68,0,0,ITG,ITG2,20,Sardegna
2021-07-28,ABR,13280,6958,6322,3440,9659,181,0,0,ITF,ITF1,13,Abruzzo
2021-08-28,VDA,538,287,251,90,425,23,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-09-03,LIG,7404,4085,3319,2157,5113,134,0,0,ITC,ITC3,7,Liguria
2021-09-07,EMR,26157,14139,12018,5901,19634,622,0,0,ITH,ITH5,8,Emilia-Romagna
2021-09-15,PAB,628,333,295,224,395,9,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-05-11,UMB,6264,2845,3419,3893,2191,180,0,0,ITI,ITI2,10,Umbria
2021-05-14,CAM,61069,27588,33481,34835,24533,1701,0,0,ITF,ITF3,15,Campania
2021-05-17,MOL,2267,1109,1158,1716,495,56,0,0,ITF,ITF2,14,Molise
2021-06-16,PAT,6330,3418,2912,2042,4160,128,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-08-29,VEN,13445,7377,6068,4533,8583,329,0,0,ITH,ITH3,5,Veneto
2021-10-15,UMB,2541,1348,1193,752,838,40,293,618,ITI,ITI2,10,Umbria
2021-03-30,TOS,17048,7654,9394,13242,3568,238,0,0,ITI,ITI1,9,Toscana
2021-05-21,CAL,21388,10891,10497,13849,7409,130,0,0,ITF,ITF6,18,Calabria
2021-07-27,PUG,48768,24270,24498,13259,34624,885,0,0,ITF,ITF4,16,Puglia
2021-08-24,LAZ,19076,10232,8844,11837,6479,760,0,0,ITI,ITI4,12,Lazio
2021-08-31,SAR,9302,4960,4342,4750,4390,162,0,0,ITG,ITG2,20,Sardegna
2021-09-01,PAB,1093,527,566,621,449,23,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-09-03,TOS,14478,7571,6907,7816,5939,723,0,0,ITI,ITI1,9,Toscana
2021-11-03,EMR,16851,7953,8898,936,3889,130,1179,10717,ITH,ITH5,8,Emilia-Romagna
2021-11-13,PIE,14301,7029,7272,1423,2918,96,3447,6417,ITC,ITC1,1,Piemonte
2021-03-21,MOL,1258,547,711,482,771,5,0,0,ITF,ITF2,14,Molise
2021-05-21,VEN,44878,22071,22807,19889,23764,1225,0,0,ITH,ITH3,5,Veneto
2021-07-10,CAM,66915,32668,34247,2708,63941,266,0,0,ITF,ITF3,15,Campania
2021-08-19,UMB,5857,3106,2751,4048,1613,196,0,0,ITI,ITI2,10,Umbria
2021-08-25,MOL,1510,811,699,345,1154,11,0,0,ITF,ITF2,14,Molise
2021-09-24,PAT,1888,1024,864,969,846,40,29,4,ITH,ITH2,4,Provincia Autonoma Trento
2021-10-23,MAR,2814,1482,1332,480,1220,97,109,908,ITI,ITI3,11,Marche
2021-10-25,VEN,10808,5666,5142,1678,4536,173,404,4017,ITH,ITH3,5,Veneto
2021-01-25,LOM,7139,2402,4737,679,6419,41,0,0,ITC,ITC4,3,Lombardia
2021-02-20,FVG,2085,943,1142,1918,145,22,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-18,SIC,15440,7763,7677,9755,5621,64,0,0,ITG,ITG1,19,Sicilia
2021-05-06,VDA,1083,516,567,658,383,42,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-05-31,PUG,38037,18344,19693,23209,14214,614,0,0,ITF,ITF4,16,Puglia
2021-06-15,ABR,11331,5562,5769,8681,2432,218,0,0,ITF,ITF1,13,Abruzzo
2021-01-25,PAT,849,231,618,99,749,1,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-27,EMR,10969,3999,6970,9183,1689,97,0,0,ITH,ITH5,8,Emilia-Romagna
2021-08-03,LIG,14180,7240,6940,3953,10080,147,0,0,ITC,ITC3,7,Liguria
2021-08-31,FVG,7641,4080,3561,1430,6011,200,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-10-03,CAM,7422,4056,3366,2242,3401,256,394,1129,ITF,ITF3,15,Campania
2021-03-07,PUG,4997,2008,2989,4344,570,83,0,0,ITF,ITF4,16,Puglia
2021-03-17,BAS,1478,615,863,27,1447,4,0,0,ITF,ITF5,17,Basilicata
2021-04-14,MAR,10220,4566,5654,9645,364,211,0,0,ITI,ITI3,11,Marche
2021-08-21,BAS,3268,1778,1490,1712,1459,97,0,0,ITF,ITF5,17,Basilicata
2021-09-24,LOM,40573,21892,18681,12924,25272,1322,829,226,ITC,ITC4,3,Lombardia
2021-10-10,CAL,933,529,404,399,462,23,33,16,ITF,ITF6,18,Calabria
2020-12-30,VEN,699,245,454,699,0,0,0,0,ITH,ITH3,5,Veneto
2021-01-29,CAL,2085,1009,1076,229,1855,1,0,0,ITF,ITF6,18,Calabria
2021-04-25,EMR,22362,10246,12116,14333,7462,567,0,0,ITH,ITH5,8,Emilia-Romagna
2021-10-27,FVG,3512,1847,1665,698,1489,32,204,1089,ITH,ITH4,6,Friuli-Venezia Giulia
2021-11-11,LIG,6160,3031,3129,598,1232,12,469,3849,ITC,ITC3,7,Liguria
2021-01-01,SAR,34,17,17,34,0,0,0,0,ITG,ITG2,20,Sardegna
2021-01-09,PUG,4905,2255,2650,4835,0,70,0,0,ITF,ITF4,16,Puglia
2021-01-19,BAS,199,84,115,197,0,2,0,0,ITF,ITF5,17,Basilicata
2021-02-16,MAR,1287,475,812,1213,30,44,0,0,ITI,ITI3,11,Marche
2021-06-16,LOM,99408,50498,48910,50837,47351,1220,0,0,ITC,ITC4,3,Lombardia
2021-06-25,BAS,3308,1565,1743,2432,838,38,0,0,ITF,ITF5,17,Basilicata
2021-02-26,VDA,211,58,153,113,81,17,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-04-13,UMB,7793,3447,4346,5995,1698,100,0,0,ITI,ITI2,10,Umbria
2021-05-14,FVG,10977,5441,5536,7898,2642,437,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-06-21,LIG,14857,7046,7811,8481,6240,136,0,0,ITC,ITC3,7,Liguria
2021-08-02,VDA,770,414,356,305,447,18,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-08-17,TOS,26145,14122,12023,11573,14040,532,0,0,ITI,ITI1,9,Toscana
2021-02-25,MAR,3563,1466,2097,3312,179,72,0,0,ITI,ITI3,11,Marche
2021-02-27,SAR,1932,645,1287,1336,538,58,0,0,ITG,ITG2,20,Sardegna
2021-03-25,PAT,2922,1130,1792,1736,1055,131,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-07-04,BAS,3112,1563,1549,2166,920,26,0,0,ITF,ITF5,17,Basilicata
2021-08-01,MAR,7497,4049,3448,1839,5569,89,0,0,ITI,ITI3,11,Marche
2021-08-12,VEN,24219,13116,11103,17311,6154,754,0,0,ITH,ITH3,5,Veneto
2021-08-29,PAT,624,350,274,316,282,26,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-03,FVG,2660,796,1864,56,2600,4,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-15,UMB,1395,703,692,1380,1,14,0,0,ITI,ITI2,10,Umbria
2021-03-24,ABR,6393,2790,3603,3996,2249,148,0,0,ITF,ITF1,13,Abruzzo
2021-04-24,VDA,724,401,323,530,165,29,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-06-21,TOS,31224,15505,15719,18123,12743,358,0,0,ITI,ITI1,9,Toscana
2021-07-10,FVG,8823,4556,4267,165,8631,27,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-08-07,EMR,31028,17072,13956,17642,12186,1200,0,0,ITH,ITH5,8,Emilia-Romagna
2021-09-29,LIG,5100,2714,2386,2444,2348,132,118,58,ITC,ITC3,7,Liguria
2020-12-30,MAR,17,5,12,17,0,0,0,0,ITI,ITI3,11,Marche
2021-02-01,PIE,8753,3096,5657,852,7848,53,0,0,ITC,ITC1,1,Piemonte
2021-04-18,CAM,27228,13290,13938,17774,8841,613,0,0,ITF,ITF3,15,Campania
2021-05-08,BAS,4847,2406,2441,3366,1414,67,0,0,ITF,ITF5,17,Basilicata
2021-06-05,MAR,13944,7011,6933,11524,2041,379,0,0,ITI,ITI3,11,Marche
2021-07-03,PAT,1272,684,588,83,1182,7,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-10-08,VEN,14742,7548,7194,5598,4967,362,582,3233,ITH,ITH3,5,Veneto
2021-10-12,BAS,1485,816,669,507,647,65,26,240,ITF,ITF5,17,Basilicata
2021-01-13,VEN,5990,1606,4384,5747,0,243,0,0,ITH,ITH3,5,Veneto
2021-01-15,CAL,2826,1271,1555,2819,0,7,0,0,ITF,ITF6,18,Calabria
2021-02-22,LAZ,11582,5061,6521,10725,564,293,0,0,ITI,ITI4,12,Lazio
2021-04-10,VDA,405,191,214,388,5,12,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-04-25,TOS,11067,5252,5815,8765,2132,170,0,0,ITI,ITI1,9,Toscana
2021-07-01,PUG,48664,22776,25888,11473,36485,706,0,0,ITF,ITF4,16,Puglia
2021-07-29,LAZ,56170,28624,27546,7624,48125,421,0,0,ITI,ITI4,12,Lazio
2021-09-29,TOS,20711,11261,9450,5119,13910,493,1114,75,ITI,ITI1,9,Toscana
2021-10-03,EMR,8812,4785,4027,3500,4345,248,682,37,ITH,ITH5,8,Emilia-Romagna
2021-01-08,CAM,10459,4971,5488,10176,0,283,0,0,ITF,ITF3,15,Campania
2021-01-16,PAB,2845,1267,1578,2822,0,23,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-03-30,PIE,16845,7040,9805,8699,7628,518,0,0,ITC,ITC1,1,Piemonte
2021-07-17,PAT,1115,540,575,280,809,26,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-07-24,SIC,40746,21224,19522,16676,23623,447,0,0,ITG,ITG1,19,Sicilia
2021-09-14,UMB,2851,1463,1388,426,2396,29,0,0,ITI,ITI2,10,Umbria
2021-09-24,VEN,19582,10656,8926,8472,9633,584,684,209,ITH,ITH3,5,Veneto
2021-06-28,LAZ,59025,28225,30800,27533,30938,554,0,0,ITI,ITI4,12,Lazio
2021-07-08,TOS,21115,10381,10734,9247,11567,301,0,0,ITI,ITI1,9,Toscana
2021-08-05,PIE,30374,16104,14270,11126,18577,671,0,0,ITC,ITC1,1,Piemonte
2021-10-27,SAR,4807,2310,2497,449,1015,27,458,2858,ITG,ITG2,20,Sardegna
2021-10-28,PAB,2072,1116,956,333,1133,2,125,479,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-11-04,PUG,13165,6546,6619,1350,3864,174,278,7499,ITF,ITF4,16,Puglia
2021-02-01,LOM,16141,5348,10793,969,15130,42,0,0,ITC,ITC4,3,Lombardia
2021-10-28,PUG,13146,6675,6471,1779,4595,265,244,6263,ITF,ITF4,16,Puglia
2021-01-22,FVG,298,221,77,204,94,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-12,BAS,782,335,447,743,32,7,0,0,ITF,ITF5,17,Basilicata
2021-03-14,MOL,603,243,360,18,585,0,0,0,ITF,ITF2,14,Molise
2021-08-18,MOL,1352,710,642,342,986,24,0,0,ITF,ITF2,14,Molise
2021-10-01,PIE,14691,7747,6944,5358,6857,368,2090,18,ITC,ITC1,1,Piemonte
2020-12-27,CAL,318,170,148,318,0,0,0,0,ITF,ITF6,18,Calabria
2021-02-01,VEN,8566,2504,6062,433,8127,6,0,0,ITH,ITH3,5,Veneto
2021-03-18,EMR,13784,5850,7934,5672,7984,128,0,0,ITH,ITH5,8,Emilia-Romagna
2021-03-26,PAB,1668,739,929,503,1130,35,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-10-27,CAM,11998,6090,5908,2378,4251,251,983,4135,ITF,ITF3,15,Campania
2021-06-22,MOL,2992,1381,1611,694,2276,22,0,0,ITF,ITF2,14,Molise
2021-06-23,PIE,39504,19647,19857,16413,22554,537,0,0,ITC,ITC1,1,Piemonte
2021-07-05,SIC,37560,17632,19928,8924,28358,278,0,0,ITG,ITG1,19,Sicilia
2021-08-26,UMB,4099,2165,1934,1816,2169,114,0,0,ITI,ITI2,10,Umbria
2021-10-13,LOM,28595,15714,12881,8420,13344,663,612,5556,ITC,ITC4,3,Lombardia
2021-04-12,ABR,6239,2956,3283,4982,1168,89,0,0,ITF,ITF1,13,Abruzzo
2021-05-14,EMR,37369,17208,20161,26587,9525,1257,0,0,ITH,ITH5,8,Emilia-Romagna
2021-10-09,MAR,3511,1928,1583,1422,1577,115,43,354,ITI,ITI3,11,Marche
2021-10-18,LIG,6289,3395,2894,1839,2966,82,102,1300,ITC,ITC3,7,Liguria
2021-02-06,LIG,1895,770,1125,304,1581,10,0,0,ITC,ITC3,7,Liguria
2021-03-06,FVG,3548,1223,2325,3147,324,77,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-07-05,LOM,101949,49799,52150,31671,68256,2022,0,0,ITC,ITC4,3,Lombardia
2021-08-19,PIE,16112,8674,7438,10722,4608,782,0,0,ITC,ITC1,1,Piemonte
2021-10-19,VDA,667,368,299,248,109,31,22,257,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-03,EMR,9357,2995,6362,1158,8164,35,0,0,ITH,ITH5,8,Emilia-Romagna
2021-09-14,CAM,15844,7800,8044,6728,8373,743,0,0,ITF,ITF3,15,Campania
2021-10-22,LAZ,12342,6173,6169,2305,3623,242,329,5843,ITI,ITI4,12,Lazio
2021-03-18,SAR,7322,3098,4224,5614,1604,104,0,0,ITG,ITG2,20,Sardegna
2021-04-10,BAS,1036,380,656,923,84,29,0,0,ITF,ITF5,17,Basilicata
2021-08-31,LOM,62843,33499,29344,36731,21542,4570,0,0,ITC,ITC4,3,Lombardia
2021-11-03,CAL,5269,2859,2410,1010,2559,86,354,1260,ITF,ITF6,18,Calabria
2021-02-15,VEN,4393,1827,2566,4082,216,95,0,0,ITH,ITH3,5,Veneto
2021-02-27,PAT,1055,469,586,601,427,27,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-04-01,EMR,23977,10785,13192,18957,4520,500,0,0,ITH,ITH5,8,Emilia-Romagna
2021-04-09,PAB,2945,1304,1641,1927,706,312,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-07-30,ABR,12091,6437,5654,3795,8064,232,0,0,ITF,ITF1,13,Abruzzo
2021-08-03,PAT,6250,3375,2875,2510,3590,150,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-09-05,LIG,1022,573,449,271,744,7,0,0,ITC,ITC3,7,Liguria
2021-03-13,UMB,1747,527,1220,1482,254,11,0,0,ITI,ITI2,10,Umbria
2021-04-19,BAS,4181,1920,2261,2397,1647,137,0,0,ITF,ITF5,17,Basilicata
2021-05-14,SAR,14687,6900,7787,10835,3629,223,0,0,ITG,ITG2,20,Sardegna
2021-06-21,SIC,40266,18643,21623,18421,21446,399,0,0,ITG,ITG1,19,Sicilia
2021-07-17,TOS,27773,14351,13422,8922,18551,300,0,0,ITI,ITI1,9,Toscana
2021-10-23,MOL,739,339,400,112,152,1,35,439,ITF,ITF2,14,Molise
2021-10-27,LOM,31279,14145,17134,2887,7604,396,713,19679,ITC,ITC4,3,Lombardia
2021-10-27,VEN,13108,6637,6471,1495,5158,147,612,5696,ITH,ITH3,5,Veneto
2021-01-01,PAT,222,51,171,194,0,28,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-06-07,PAT,5904,2936,2968,2691,3010,203,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-09-24,FVG,3837,2089,1748,1673,1910,57,164,33,ITH,ITH4,6,Friuli-Venezia Giulia
2021-11-07,ABR,552,273,279,53,147,2,150,200,ITF,ITF1,13,Abruzzo
2021-01-15,UMB,764,227,537,760,0,4,0,0,ITI,ITI2,10,Umbria
2021-02-01,CAM,3989,1815,2174,202,3780,7,0,0,ITF,ITF3,15,Campania
2021-02-03,SAR,1123,420,703,426,686,11,0,0,ITG,ITG2,20,Sardegna
2021-02-26,ABR,3921,1679,2242,2930,953,38,0,0,ITF,ITF1,13,Abruzzo
2021-03-21,MAR,4507,1874,2633,1607,2874,26,0,0,ITI,ITI3,11,Marche
2021-04-18,PIE,22791,10729,12062,19300,2723,768,0,0,ITC,ITC1,1,Piemonte
2021-07-10,SAR,14241,6887,7354,2686,11496,59,0,0,ITG,ITG2,20,Sardegna
2021-07-28,BAS,5039,2576,2463,1929,3045,65,0,0,ITF,ITF5,17,Basilicata
2021-10-25,TOS,11562,5907,5655,1222,5399,161,564,4216,ITI,ITI1,9,Toscana
2021-10-21,ABR,3484,1702,1782,751,1305,69,37,1322,ITF,ITF1,13,Abruzzo
2020-12-31,VDA,18,4,14,18,0,0,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-01-03,UMB,291,121,170,291,0,0,0,0,ITI,ITI2,10,Umbria
2021-02-09,ABR,932,332,600,521,409,2,0,0,ITF,ITF1,13,Abruzzo
2021-02-20,LOM,9377,3877,5500,8598,328,451,0,0,ITC,ITC4,3,Lombardia
2021-04-25,CAL,15901,8068,7833,14787,1032,82,0,0,ITF,ITF6,18,Calabria
2021-05-05,PUG,39418,17304,22114,24478,14208,732,0,0,ITF,ITF4,16,Puglia
2021-06-02,LAZ,43632,21660,21972,31437,11516,679,0,0,ITI,ITI4,12,Lazio
2021-06-06,VDA,1162,583,579,780,373,9,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-08-03,TOS,36422,18971,17451,12181,23793,448,0,0,ITI,ITI1,9,Toscana
2021-08-17,LIG,9889,5193,4696,3635,6126,128,0,0,ITC,ITC3,7,Liguria
2021-09-26,SAR,2090,1197,893,625,1437,28,0,0,ITG,ITG2,20,Sardegna
2021-10-09,PUG,2187,1203,984,771,909,133,155,219,ITF,ITF4,16,Puglia
2021-02-23,MOL,589,225,364,366,220,3,0,0,ITF,ITF2,14,Molise
2021-03-06,CAM,16377,6817,9560,10471,5487,419,0,0,ITF,ITF3,15,Campania
2021-04-23,MAR,11319,5222,6097,8090,3050,179,0,0,ITI,ITI3,11,Marche
2021-05-21,PAT,5224,2508,2716,3136,1803,285,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-08-30,BAS,3201,1712,1489,1553,1543,105,0,0,ITF,ITF5,17,Basilicata
2021-10-25,PAT,1969,913,1056,233,891,11,46,788,ITH,ITH2,4,Provincia Autonoma Trento
2021-11-01,SIC,5072,2832,2240,750,2828,89,446,959,ITG,ITG1,19,Sicilia
2021-01-06,TOS,4614,1503,3111,4562,0,52,0,0,ITI,ITI1,9,Toscana
2021-03-10,ABR,5049,1685,3364,4029,946,74,0,0,ITF,ITF1,13,Abruzzo
2021-04-16,LIG,12034,5302,6732,9909,1825,300,0,0,ITC,ITC3,7,Liguria
2021-04-18,LOM,36459,16253,20206,30502,5164,793,0,0,ITC,ITC4,3,Lombardia
2021-05-04,CAL,16572,7642,8930,11629,4832,111,0,0,ITF,ITF6,18,Calabria
2021-06-11,LAZ,69940,32907,37033,36824,32353,763,0,0,ITI,ITI4,12,Lazio
2021-08-13,PUG,13842,7353,6489,7286,5935,621,0,0,ITF,ITF4,16,Puglia
2021-10-08,CAL,6470,3416,3054,2488,3571,209,67,135,ITF,ITF6,18,Calabria
2021-10-27,PIE,17568,8194,9374,1554,4903,175,619,10317,ITC,ITC1,1,Piemonte
2021-04-27,CAM,32174,15635,16539,23446,7855,873,0,0,ITF,ITF3,15,Campania
2021-06-03,MOL,3364,1601,1763,2727,579,58,0,0,ITF,ITF2,14,Molise
2021-06-07,VEN,44707,23323,21384,36030,7012,1665,0,0,ITH,ITH3,5,Veneto
2021-10-01,CAM,17942,9108,8834,5237,7971,552,152,4030,ITF,ITF3,15,Campania
2021-11-10,SIC,14141,7449,6692,2060,4166,108,2338,5469,ITG,ITG1,19,Sicilia
2021-01-08,LOM,12762,3944,8818,12201,0,561,0,0,ITC,ITC4,3,Lombardia
2021-03-01,SIC,12775,6077,6698,10972,1635,168,0,0,ITG,ITG1,19,Sicilia
2021-06-10,PAB,4511,2341,2170,1345,3052,114,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-06-17,PUG,43066,21038,22028,21463,20952,651,0,0,ITF,ITF4,16,Puglia
2021-08-12,CAL,7643,3879,3764,2798,4665,180,0,0,ITF,ITF6,18,Calabria
2021-09-19,LAZ,14834,7691,7143,6362,7946,526,0,0,ITI,ITI4,12,Lazio
2021-02-27,VEN,8995,2693,6302,7820,812,363,0,0,ITH,ITH3,5,Veneto
2021-04-07,MOL,1741,883,858,1370,273,98,0,0,ITF,ITF2,14,Molise
2021-06-23,CAM,46781,22099,24682,10846,35503,432,0,0,ITF,ITF3,15,Campania
2021-08-03,VEN,40768,21575,19193,17609,22395,764,0,0,ITH,ITH3,5,Veneto
2021-11-10,UMB,2957,1415,1542,214,677,19,816,1231,ITI,ITI2,10,Umbria
2021-01-26,ABR,1551,568,983,35,1516,0,0,0,ITF,ITF1,13,Abruzzo
