data_somministrazione,area,totale,sesso_maschile,sesso_femminile,prima_dose,seconda_dose,pregressa_infezione,dose_aggiuntiva,dose_booster,codice_NUTS1,codice_NUTS2,codice_regione_ISTAT,nome_area
2021-10-16,PAB,3333,1829,1504,1158,1117,4,116,938,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-10-20,UMB,2404,1131,1273,276,877,17,400,834,ITI,ITI2,10,Umbria
2021-10-25,SAR,4856,2395,2461,670,1085,43,377,2681,ITG,ITG2,20,Sardegna
2021-03-20,CAM,13990,6531,7459,9973,3685,332,0,0,ITF,ITF3,15,Campania
2021-05-02,PAT,3566,1980,1586,3244,38,284,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-06-04,EMR,45773,23030,22743,36773,8146,854,0,0,ITH,ITH5,8,Emilia-Romagna
2021-07-11,MOL,2470,1202,1268,185,2280,5,0,0,ITF,ITF2,14,Molise
2021-07-15,VEN,51487,26945,24542,6143,44918,426,0,0,ITH,ITH3,5,Veneto
2021-01-22,SIC,1303,647,656,263,1038,2,0,0,ITG,ITG1,19,Sicilia
2021-05-14,TOS,33431,15472,17959,20120,12649,662,0,0,ITI,ITI1,9,Toscana
2021-06-07,LIG,15725,7676,8049,8607,7008,110,0,0,ITC,ITC3,7,Liguria
2021-07-17,SAR,12871,6300,6571,3163,9617,91,0,0,ITG,ITG2,20,Sardegna
2021-08-16,VDA,424,211,213,128,276,20,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-10-20,VEN,12541,6523,6018,2749,5530,188,416,3658,ITH,ITH3,5,Veneto
2021-10-28,MAR,4279,2119,2160,467,1395,65,273,2079,ITI,ITI3,11,Marche
2021-06-23,LAZ,62442,29420,33022,28536,33336,570,0,0,ITI,ITI4,12,Lazio
2021-07-22,FVG,7790,4160,3630,3297,4152,341,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-08-10,PAT,6052,3228,2824,2959,2894,199,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-10-03,UMB,878,446,432,417,272,13,34,142,ITI,ITI2,10,Umbria
2021-10-20,CAM,15214,8009,7205,3898,6143,324,1285,3564,ITF,ITF3,15,Campania
2021-11-02,PAB,1058,551,507,184,607,0,25,242,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-16,MAR,2043,735,1308,1988,0,55,0,0,ITI,ITI3,11,Marche
2021-02-27,CAL,4090,2107,1983,3695,376,19,0,0,ITF,ITF6,18,Calabria
2021-05-07,VEN,48627,23300,25327,37184,8565,2878,0,0,ITH,ITH3,5,Veneto
2021-05-25,BAS,4201,2115,2086,875,3316,10,0,0,ITF,ITF5,17,Basilicata
2021-10-23,PUG,1190,644,546,205,414,40,69,462,ITF,ITF4,16,Puglia
2021-03-16,LIG,6099,2734,3365,2322,3710,67,0,0,ITC,ITC3,7,Liguria
2021-04-01,SIC,14334,6630,7704,9516,4659,159,0,0,ITG,ITG1,19,Sicilia
2021-05-02,EMR,25601,11658,13943,13181,11897,523,0,0,ITH,ITH5,8,Emilia-Romagna
2021-05-12,TOS,34241,15595,18646,13714,19914,613,0,0,ITI,ITI1,9,Toscana
2021-05-23,UMB,5076,1858,3218,664,4393,19,0,0,ITI,ITI2,10,Umbria
2021-08-13,MOL,1540,802,738,1121,385,34,0,0,ITF,ITF2,14,Molise
2021-09-26,PIE,14493,8008,6485,5176,7601,389,1321,6,ITC,ITC1,1,Piemonte
2021-10-14,PAB,2632,1448,1184,785,1464,1,115,267,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-27,VEN,7150,2070,5080,365,6782,3,0,0,ITH,ITH3,5,Veneto
2021-02-08,LAZ,9808,4197,5611,4596,5165,47,0,0,ITI,ITI4,12,Lazio
2021-05-08,MOL,3052,1483,1569,1737,1245,70,0,0,ITF,ITF2,14,Molise
2021-10-13,PIE,20287,10177,10110,5171,6585,300,425,7806,ITC,ITC1,1,Piemonte
2021-10-22,CAL,5398,2888,2510,1670,2817,146,130,635,ITF,ITF6,18,Calabria
2021-11-08,SAR,5145,2547,2598,471,1235,25,640,2774,ITG,ITG2,20,Sardegna
2021-01-22,EMR,1839,482,1357,1055,742,42,0,0,ITH,ITH5,8,Emilia-Romagna
2021-04-25,SAR,4550,2291,2259,3714,785,51,0,0,ITG,ITG2,20,Sardegna
2021-07-06,PAB,1728,929,799,636,980,112,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-07-10,SIC,46927,22361,24566,6035,40633,259,0,0,ITG,ITG1,19,Sicilia
2021-08-31,UMB,4158,2154,2004,1234,2854,70,0,0,ITI,ITI2,10,Umbria
2021-10-07,ABR,2021,1033,988,901,802,77,21,220,ITF,ITF1,13,Abruzzo
2021-11-07,VDA,117,47,70,0,0,0,0,117,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-01-08,SIC,8622,3992,4630,8521,0,101,0,0,ITG,ITG1,19,Sicilia
2021-01-20,FVG,766,330,436,26,740,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-01,UMB,1526,785,741,1400,118,8,0,0,ITI,ITI2,10,Umbria
2021-04-07,ABR,8567,3971,4596,5209,3210,148,0,0,ITF,ITF1,13,Abruzzo
2021-07-05,PIE,35272,17654,17618,11729,22813,730,0,0,ITC,ITC1,1,Piemonte
2021-07-31,SAR,10322,5458,4864,5254,4964,104,0,0,ITG,ITG2,20,Sardegna
2021-01-15,SAR,1577,576,1001,1551,0,26,0,0,ITG,ITG2,20,Sardegna
2021-01-18,TOS,1127,639,488,978,98,51,0,0,ITI,ITI1,9,Toscana
2021-04-20,VEN,22484,9516,12968,7913,13934,637,0,0,ITH,ITH3,5,Veneto
2021-04-21,MOL,1902,804,1098,982,908,12,0,0,ITF,ITF2,14,Molise
2021-06-19,MAR,14699,7405,7294,7796,6620,283,0,0,ITI,ITI3,11,Marche
2021-06-22,PAB,2475,1425,1050,327,2115,33,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-07-31,CAL,13822,7066,6756,3614,10110,98,0,0,ITF,ITF6,18,Calabria
2021-08-24,EMR,23444,12732,10712,10520,11766,1158,0,0,ITH,ITH5,8,Emilia-Romagna
2021-10-24,VDA,140,51,89,0,1,0,0,139,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-10-26,BAS,908,475,433,155,353,35,72,293,ITF,ITF5,17,Basilicata
2021-11-03,LAZ,16307,8152,8155,1296,4885,158,341,9627,ITI,ITI4,12,Lazio
2021-02-08,EMR,5245,1539,3706,2380,2804,61,0,0,ITH,ITH5,8,Emilia-Romagna
2021-02-14,BAS,152,48,104,106,0,46,0,0,ITF,ITF5,17,Basilicata
2021-04-18,SIC,19837,9920,9917,15267,4353,217,0,0,ITG,ITG1,19,Sicilia
2021-06-09,UMB,8171,3953,4218,7110,726,335,0,0,ITI,ITI2,10,Umbria
2021-07-16,ABR,16152,8238,7914,2474,13558,120,0,0,ITF,ITF1,13,Abruzzo
2021-09-19,CAM,8629,4811,3818,4568,3615,446,0,0,ITF,ITF3,15,Campania
2021-09-27,PAB,1307,727,580,697,517,3,76,14,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-11-04,MOL,1368,680,688,68,192,5,462,641,ITF,ITF2,14,Molise
2021-03-14,PAB,759,336,423,38,718,3,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-05-16,EMR,25897,12189,13708,18375,7059,463,0,0,ITH,ITH5,8,Emilia-Romagna
2021-07-16,VDA,1084,555,529,331,731,22,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-07-30,MOL,2704,1402,1302,1443,1197,64,0,0,ITF,ITF2,14,Molise
2021-08-17,SAR,10608,5535,5073,6084,4387,137,0,0,ITG,ITG2,20,Sardegna
2021-09-05,LOM,33257,18029,15228,12474,19419,1364,0,0,ITC,ITC4,3,Lombardia
2021-09-27,MAR,6337,3373,2964,2897,2792,198,392,58,ITI,ITI3,11,Marche
2021-11-08,CAL,5775,3178,2597,1046,2105,53,626,1945,ITF,ITF6,18,Calabria
2021-02-01,SAR,1555,620,935,237,1317,1,0,0,ITG,ITG2,20,Sardegna
2021-04-14,PAB,3607,1652,1955,3182,88,337,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-06-23,UMB,11368,5812,5556,7701,3384,283,0,0,ITI,ITI2,10,Umbria
2021-07-24,FVG,6209,3364,2845,2922,3099,188,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-10-01,SIC,15495,7973,7522,5719,9029,400,195,152,ITG,ITG1,19,Sicilia
2021-10-07,VDA,547,289,258,318,198,29,0,2,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-01-26,VDA,150,52,98,5,145,0,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-01-27,CAL,1492,758,734,383,1108,1,0,0,ITF,ITF6,18,Calabria
2021-01-28,PUG,5496,2289,3207,465,5009,22,0,0,ITF,ITF4,16,Puglia
2021-04-24,BAS,4584,2222,2362,3472,1050,62,0,0,ITF,ITF5,17,Basilicata
2021-05-02,LAZ,32972,14473,18499,22806,9429,737,0,0,ITI,ITI4,12,Lazio
2021-05-09,SAR,6180,2888,3292,5155,924,101,0,0,ITG,ITG2,20,Sardegna
2021-07-22,PIE,41348,21765,19583,6960,33773,615,0,0,ITC,ITC1,1,Piemonte
2021-01-04,PAB,510,201,309,506,0,4,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-11,PUG,3766,1596,2170,3712,0,54,0,0,ITF,ITF4,16,Puglia
2021-01-12,ABR,1800,733,1067,1782,0,18,0,0,ITF,ITF1,13,Abruzzo
2021-02-12,VDA,263,96,167,211,42,10,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-03-18,CAM,12182,5383,6799,5799,6135,248,0,0,ITF,ITF3,15,Campania
2021-04-15,LAZ,32097,14374,17723,20561,10881,655,0,0,ITI,ITI4,12,Lazio
2021-06-02,PAT,2887,1385,1502,900,1908,79,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-06-14,LOM,94899,48216,46683,49816,43895,1188,0,0,ITC,ITC4,3,Lombardia
2021-07-13,MOL,2838,1439,1399,330,2488,20,0,0,ITF,ITF2,14,Molise
2021-03-26,MAR,6396,2627,3769,3478,2843,75,0,0,ITI,ITI3,11,Marche
2021-04-13,PIE,26809,12059,14750,22522,3417,870,0,0,ITC,ITC1,1,Piemonte
2021-08-02,BAS,4610,2334,2276,1780,2788,42,0,0,ITF,ITF5,17,Basilicata
2021-10-30,TOS,11370,5513,5857,934,3907,172,707,5650,ITI,ITI1,9,Toscana
2021-01-31,BAS,78,24,54,0,78,0,0,0,ITF,ITF5,17,Basilicata
2021-02-22,EMR,7487,3094,4393,7161,266,60,0,0,ITH,ITH5,8,Emilia-Romagna
2021-04-21,PUG,23200,10710,12490,19066,3728,406,0,0,ITF,ITF4,16,Puglia
2021-05-26,SAR,15552,8197,7355,9742,5623,187,0,0,ITG,ITG2,20,Sardegna
2021-10-21,MOL,1125,518,607,160,287,2,40,636,ITF,ITF2,14,Molise
2021-02-13,VEN,3267,1473,1794,3094,19,154,0,0,ITH,ITH3,5,Veneto
2021-09-17,LIG,5769,3112,2657,2180,3446,143,0,0,ITC,ITC3,7,Liguria
2021-09-19,LOM,25101,13707,11394,10317,13734,1050,0,0,ITC,ITC4,3,Lombardia
2021-10-15,FVG,3638,2147,1491,1801,894,52,212,679,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-20,PIE,6663,2101,4562,5528,717,418,0,0,ITC,ITC1,1,Piemonte
2021-02-15,SAR,964,350,614,913,31,20,0,0,ITG,ITG2,20,Sardegna
2021-03-15,UMB,4719,1989,2730,2881,1829,9,0,0,ITI,ITI2,10,Umbria
2021-06-23,SIC,44531,20720,23811,17922,26212,397,0,0,ITG,ITG1,19,Sicilia
2021-10-06,LOM,21503,11179,10324,7564,8659,815,1180,3285,ITC,ITC4,3,Lombardia
2021-10-13,TOS,19962,10019,9943,4202,9989,348,329,5094,ITI,ITI1,9,Toscana
2021-11-01,FVG,1,0,1,0,1,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-22,LAZ,4055,1663,2392,570,3480,5,0,0,ITI,ITI4,12,Lazio
2021-02-01,TOS,5526,1962,3564,612,4903,11,0,0,ITI,ITI1,9,Toscana
2021-03-11,PAT,2644,994,1650,1508,1053,83,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-10-04,MOL,1752,874,878,94,400,7,135,1116,ITF,ITF2,14,Molise
2021-01-20,EMR,1332,269,1063,1294,1,37,0,0,ITH,ITH5,8,Emilia-Romagna
2021-05-24,PUG,36293,17119,19174,24527,11067,699,0,0,ITF,ITF4,16,Puglia
2021-05-25,ABR,11419,5324,6095,8089,3126,204,0,0,ITF,ITF1,13,Abruzzo
2021-06-17,MAR,15210,7566,7644,8827,6070,313,0,0,ITI,ITI3,11,Marche
2021-06-26,LIG,7232,3367,3865,4437,2699,96,0,0,ITC,ITC3,7,Liguria
2021-03-04,UMB,4522,1875,2647,3649,841,32,0,0,ITI,ITI2,10,Umbria
2021-04-10,ABR,8779,4060,4719,6123,2504,152,0,0,ITF,ITF1,13,Abruzzo
2021-08-08,UMB,5072,2711,2361,3558,1411,103,0,0,ITI,ITI2,10,Umbria
2021-08-30,PUG,28752,14985,13767,11655,16026,1071,0,0,ITF,ITF4,16,Puglia
2021-10-16,LIG,3921,2218,1703,1544,1564,41,153,619,ITC,ITC3,7,Liguria
2021-01-25,LAZ,8210,3305,4905,939,7254,17,0,0,ITI,ITI4,12,Lazio
2021-04-24,MOL,2587,1219,1368,704,1852,31,0,0,ITF,ITF2,14,Molise
2021-09-28,MOL,736,385,351,200,298,12,223,3,ITF,ITF2,14,Molise
2021-06-17,LOM,108699,52763,55936,51332,56115,1252,0,0,ITC,ITC4,3,Lombardia
2021-06-26,SIC,37281,17789,19492,16346,20578,357,0,0,ITG,ITG1,19,Sicilia
2021-09-22,FVG,5562,2991,2571,2474,2802,250,14,22,ITH,ITH4,6,Friuli-Venezia Giulia
2021-10-06,LAZ,11898,5884,6014,4741,3253,373,407,3124,ITI,ITI4,12,Lazio
2021-01-24,PAB,12,10,2,0,12,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-31,PUG,1830,836,994,138,1687,5,0,0,ITF,ITF4,16,Puglia
2021-02-26,MOL,568,262,306,488,74,6,0,0,ITF,ITF2,14,Molise
2021-03-28,CAL,2695,1234,1461,1554,1126,15,0,0,ITF,ITF6,18,Calabria
2021-05-05,LAZ,46965,21565,25400,30182,15863,920,0,0,ITI,ITI4,12,Lazio
2021-08-02,MOL,2740,1430,1310,1209,1480,51,0,0,ITF,ITF2,14,Molise
2021-08-22,CAM,6813,3877,2936,2533,4130,150,0,0,ITF,ITF3,15,Campania
2021-10-02,VEN,11872,6601,5271,6569,3019,362,1202,720,ITH,ITH3,5,Veneto
2021-01-20,UMB,621,228,393,612,0,9,0,0,ITI,ITI2,10,Umbria
2021-03-09,LOM,33282,12887,20395,25153,7055,1074,0,0,ITC,ITC4,3,Lombardia
2021-04-30,SIC,35062,16360,18702,23522,11030,510,0,0,ITG,ITG1,19,Sicilia
2021-08-13,LOM,53468,29608,23860,20591,31603,1274,0,0,ITC,ITC4,3,Lombardia
2021-10-04,SIC,15152,7947,7205,5359,8747,347,461,238,ITG,ITG1,19,Sicilia
2021-10-05,PAB,918,531,387,593,65,0,252,8,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-10-12,PUG,11241,6092,5149,3853,5700,523,415,750,ITF,ITF4,16,Puglia
2021-06-06,MOL,2136,1095,1041,1776,328,32,0,0,ITF,ITF2,14,Molise
2021-08-04,MAR,12000,6379,5621,4057,7686,257,0,0,ITI,ITI3,11,Marche
2021-10-18,CAM,18421,10167,8254,6026,7223,475,857,3840,ITF,ITF3,15,Campania
2021-04-01,BAS,2775,1139,1636,1967,768,40,0,0,ITF,ITF5,17,Basilicata
2021-05-03,LIG,13274,5927,7347,6322,6769,183,0,0,ITC,ITC3,7,Liguria
2021-05-05,LOM,88183,42036,46147,70612,15008,2563,0,0,ITC,ITC4,3,Lombardia
2021-05-31,FVG,8982,4460,4522,6498,2189,295,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-08-14,VDA,466,257,209,136,313,17,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-10-07,LIG,5143,2624,2519,1606,2267,78,272,920,ITC,ITC3,7,Liguria
2021-10-25,CAL,3922,2173,1749,955,2118,80,182,587,ITF,ITF6,18,Calabria
2021-11-04,FVG,3609,1759,1850,373,1120,7,346,1763,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-03,BAS,676,305,371,34,640,2,0,0,ITF,ITF5,17,Basilicata
2021-07-01,LOM,105181,52904,52277,53376,49171,2634,0,0,ITC,ITC4,3,Lombardia
2021-07-27,FVG,9577,4818,4759,2677,6643,257,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-08-11,LIG,13166,6759,6407,4782,8240,144,0,0,ITC,ITC3,7,Liguria
2021-08-15,EMR,6665,3700,2965,3281,3195,189,0,0,ITH,ITH5,8,Emilia-Romagna
2021-08-29,CAL,1684,888,796,720,932,32,0,0,ITF,ITF6,18,Calabria
2021-03-13,VDA,149,88,61,142,0,7,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-03-28,TOS,6214,2811,3403,5865,250,99,0,0,ITI,ITI1,9,Toscana
2021-05-12,VEN,37029,17932,19097,29910,5085,2034,0,0,ITH,ITH3,5,Veneto
2021-05-29,PAT,2455,1336,1119,791,1564,100,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-06-26,EMR,37500,19004,18496,20972,15459,1069,0,0,ITH,ITH5,8,Emilia-Romagna
2021-07-04,PAB,4433,2137,2296,205,4197,31,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-10-16,VEN,14024,7974,6050,3985,7606,342,175,1916,ITH,ITH3,5,Veneto
2021-10-29,ABR,3902,2051,1851,441,1648,42,202,1569,ITF,ITF1,13,Abruzzo
2021-02-11,FVG,2056,742,1314,1689,288,79,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-02,LAZ,17302,7667,9635,13029,3921,352,0,0,ITI,ITI4,12,Lazio
2021-03-12,MAR,4681,1999,2682,3354,1255,72,0,0,ITI,ITI3,11,Marche
2021-03-21,LIG,554,222,332,69,485,0,0,0,ITC,ITC3,7,Liguria
2021-07-19,BAS,5926,2890,3036,1997,3882,47,0,0,ITF,ITF5,17,Basilicata
2021-08-08,SAR,1881,978,903,1012,842,27,0,0,ITG,ITG2,20,Sardegna
2021-08-25,LIG,9436,5089,4347,3224,6065,147,0,0,ITC,ITC3,7,Liguria
2021-01-30,TOS,4629,1624,3005,235,4376,18,0,0,ITI,ITI1,9,Toscana
2021-04-02,PAT,2903,1185,1718,2035,680,188,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-07-06,TOS,25810,13051,12759,10989,14523,298,0,0,ITI,ITI1,9,Toscana
2021-07-08,VEN,46760,24335,22425,4628,41791,341,0,0,ITH,ITH3,5,Veneto
2021-08-22,EMR,16496,9064,7432,6749,9083,664,0,0,ITH,ITH5,8,Emilia-Romagna
2021-08-30,PAB,2168,1148,1020,849,1278,41,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-14,MAR,1399,449,950,1370,0,29,0,0,ITI,ITI3,11,Marche
2021-01-23,LIG,814,297,517,146,654,14,0,0,ITC,ITC3,7,Liguria
2021-08-26,LAZ,32360,16806,15554,8273,23514,573,0,0,ITI,ITI4,12,Lazio
2021-08-31,CAM,27794,13970,13824,10796,15980,1018,0,0,ITF,ITF3,15,Campania
2021-10-13,PAT,1907,1047,860,638,952,25,28,264,ITH,ITH2,4,Provincia Autonoma Trento
2021-10-24,BAS,795,411,384,124,359,13,12,287,ITF,ITF5,17,Basilicata
2021-02-10,LAZ,8325,3498,4827,4918,3322,85,0,0,ITI,ITI4,12,Lazio
2021-02-15,CAM,5474,2516,2958,5152,166,156,0,0,ITF,ITF3,15,Campania
2021-08-17,LOM,33284,18420,14864,17431,14659,1194,0,0,ITC,ITC4,3,Lombardia
2021-08-17,VEN,19334,10505,8829,11256,7588,490,0,0,ITH,ITH3,5,Veneto
2021-08-31,SIC,27984,14184,13800,10309,17361,314,0,0,ITG,ITG1,19,Sicilia
2021-10-11,TOS,14026,7139,6887,2704,8873,239,382,1828,ITI,ITI1,9,Toscana
2021-10-22,UMB,2083,1003,1080,264,754,23,351,691,ITI,ITI2,10,Umbria
2021-02-10,UMB,739,366,373,720,15,4,0,0,ITI,ITI2,10,Umbria
2021-03-13,PAT,968,499,469,834,47,87,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-09-01,PUG,25039,13010,12029,9984,13930,1125,0,0,ITF,ITF4,16,Puglia
2021-10-04,LIG,4173,2254,1919,1453,2015,65,168,472,ITC,ITC3,7,Liguria
2021-01-12,VDA,303,73,230,284,0,19,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-16,PUG,3399,1460,1939,2688,641,70,0,0,ITF,ITF4,16,Puglia
2021-05-08,ABR,10294,4868,5426,6286,3834,174,0,0,ITF,ITF1,13,Abruzzo
2021-05-09,VEN,35093,16146,18947,23669,9957,1467,0,0,ITH,ITH3,5,Veneto
2021-05-21,LAZ,52274,25161,27113,37268,14107,899,0,0,ITI,ITI4,12,Lazio
2021-05-31,MAR,11789,5948,5841,8615,2918,256,0,0,ITI,ITI3,11,Marche
2021-07-12,CAL,17986,8540,9446,2680,15245,61,0,0,ITF,ITF6,18,Calabria
2021-08-24,FVG,6753,3669,3084,779,5833,141,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-10-07,BAS,970,560,410,327,533,45,9,56,ITF,ITF5,17,Basilicata
2021-01-10,CAL,961,542,419,958,0,3,0,0,ITF,ITF6,18,Calabria
2021-01-30,PUG,5553,2519,3034,425,5115,13,0,0,ITF,ITF4,16,Puglia
2021-02-03,PIE,10288,3335,6953,991,9250,47,0,0,ITC,ITC1,1,Piemonte
2021-02-27,LAZ,11567,4344,7223,10308,984,275,0,0,ITI,ITI4,12,Lazio
2021-04-05,VDA,466,224,242,440,6,20,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-05-26,LOM,93811,44695,49116,43596,49282,933,0,0,ITC,ITC4,3,Lombardia
2021-09-24,TOS,20111,10898,9213,4697,13843,496,1017,58,ITI,ITI1,9,Toscana
2021-11-08,VEN,15461,7544,7917,1307,3326,95,1586,9147,ITH,ITH3,5,Veneto
2021-06-04,LAZ,62209,30319,31890,43631,17757,821,0,0,ITI,ITI4,12,Lazio
2021-06-09,CAM,53068,26054,27014,41389,10832,847,0,0,ITF,ITF3,15,Campania
2021-07-22,PAT,4811,2602,2209,1905,2753,153,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-08-10,FVG,7368,4111,3257,5307,1656,405,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-15,LOM,9069,3174,5895,8059,470,540,0,0,ITC,ITC4,3,Lombardia
2021-03-09,MAR,5431,2293,3138,4445,872,114,0,0,ITI,ITI3,11,Marche
2021-04-20,CAL,7933,4008,3925,6091,1763,79,0,0,ITF,ITF6,18,Calabria
2021-05-10,PUG,37995,16786,21209,19282,18040,673,0,0,ITF,ITF4,16,Puglia
2021-07-05,PAT,5460,2860,2600,3781,1390,289,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-07-16,BAS,5933,2900,3033,1793,4096,44,0,0,ITF,ITF5,17,Basilicata
2021-02-28,MOL,844,338,506,797,43,4,0,0,ITF,ITF2,14,Molise
2021-03-01,CAM,12139,4253,7886,7822,3973,344,0,0,ITF,ITF3,15,Campania
2021-05-02,FVG,6938,3267,3671,3806,2920,212,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-08-15,PUG,60,37,23,59,1,0,0,0,ITF,ITF4,16,Puglia
2021-09-12,LAZ,7495,3754,3741,4770,2166,559,0,0,ITI,ITI4,12,Lazio
2021-10-15,EMR,16933,9140,7793,4485,7053,336,751,4308,ITH,ITH5,8,Emilia-Romagna
2021-10-15,PIE,20652,10690,9962,5573,6945,371,626,7137,ITC,ITC1,1,Piemonte
2021-01-01,TOS,2410,814,1596,2362,0,48,0,0,ITI,ITI1,9,Toscana
2021-02-22,FVG,2507,1209,1298,2005,419,83,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-09-13,PAB,1188,649,539,703,434,51,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-10-03,CAL,870,445,425,349,490,28,2,1,ITF,ITF6,18,Calabria
2021-11-01,PIE,7124,3451,3673,559,1362,56,1399,3748,ITC,ITC1,1,Piemonte
2021-02-20,PIE,3760,1256,2504,3359,140,261,0,0,ITC,ITC1,1,Piemonte
2021-04-24,ABR,8732,3975,4757,6933,1530,269,0,0,ITF,ITF1,13,Abruzzo
2021-05-17,MAR,12047,5649,6398,7485,4327,235,0,0,ITI,ITI3,11,Marche
2021-06-27,VDA,1256,609,647,313,929,14,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-09-23,BAS,2777,1519,1258,635,2007,87,47,1,ITF,ITF5,17,Basilicata
2021-01-12,BAS,217,88,129,215,0,2,0,0,ITF,ITF5,17,Basilicata
2021-02-11,MOL,298,133,165,264,32,2,0,0,ITF,ITF2,14,Molise
2021-04-11,TOS,3642,1681,1961,3329,156,157,0,0,ITI,ITI1,9,Toscana
2021-06-05,PAB,6098,3041,3057,4669,1085,344,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-07-10,LIG,6920,3495,3425,2722,4119,79,0,0,ITC,ITC3,7,Liguria
2021-07-14,VDA,1022,535,487,279,729,14,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-07-24,PIE,34624,18230,16394,7911,26083,630,0,0,ITC,ITC1,1,Piemonte
2021-08-17,CAM,22283,12046,10237,7283,14437,563,0,0,ITF,ITF3,15,Campania
2021-04-09,FVG,8409,3916,4493,6714,1368,327,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-05-23,BAS,4518,2302,2216,1535,2975,8,0,0,ITF,ITF5,17,Basilicata
2021-06-20,MAR,11164,5548,5616,6009,4963,192,0,0,ITI,ITI3,11,Marche
2021-06-29,LIG,15209,7247,7962,8602,6452,155,0,0,ITC,ITC3,7,Liguria
2021-10-04,SAR,4921,2708,2213,1256,3395,76,192,2,ITG,ITG2,20,Sardegna
2021-10-27,BAS,832,421,411,143,285,24,47,333,ITF,ITF5,17,Basilicata
2021-01-09,LOM,12517,4618,7899,12061,0,456,0,0,ITC,ITC4,3,Lombardia
2021-01-30,CAL,2214,1174,1040,295,1916,3,0,0,ITF,ITF6,18,Calabria
2021-04-16,PAT,2914,1384,1530,2575,148,191,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-05-10,TOS,26257,12426,13831,15342,10547,368,0,0,ITI,ITI1,9,Toscana
2021-06-24,VEN,56274,28503,27771,17930,37536,808,0,0,ITH,ITH3,5,Veneto
2021-09-16,ABR,3178,1685,1493,968,2112,98,0,0,ITF,ITF1,13,Abruzzo
2021-10-18,EMR,15172,7662,7510,3100,5606,232,756,5478,ITH,ITH5,8,Emilia-Romagna
2021-01-18,LAZ,6411,2615,3796,5303,973,135,0,0,ITI,ITI4,12,Lazio
